plant_uid,scenario,single_frame_rmse_cm,post_hoc_rmse_cm,prior_in_detection_rmse_cm,post_hoc_coverage_95,prior_in_detection_coverage_95,prior_in_detection_truth_closest_rate
missing_images_024,missing_images,18.17258780149451,19.067000689176073,19.054703731862567,0.7777777777777778,0.7777777777777778,0.7777777777777778
missing_images_025,missing_images,15.647835117565148,14.090305807488276,3.301788979828709,1.0,1.0,1.0
missing_images_026,missing_images,3.0115141745889287,2.80533603624707,2.6541185776577243,1.0,1.0,1.0
missing_images_027,missing_images,14.178082484612057,10.668204048458362,3.1102066080942063,1.0,1.0,1.0
missing_images_028,missing_images,2.480807397302337,2.730312967089858,30.262595186876,1.0,0.6666666666666666,0.6666666666666666
missing_images_029,missing_images,8.76640468410194,7.714956575483909,2.210541905823807,1.0,1.0,1.0
missing_images_030,missing_images,3.255171677172198,3.6771396463605113,33.82621670734739,1.0,0.5555555555555556,0.6666666666666666
missing_images_031,missing_images,15.478336990897482,11.596916419059674,3.1837401887958316,1.0,1.0,1.0
missing_images_032,missing_images,29.269834548350754,26.676370786661426,22.45125510964755,0.7777777777777778,0.7777777777777778,0.7777777777777778
missing_images_033,missing_images,2.069416347173577,2.511715021652534,2.6614614249336794,1.0,1.0,1.0
missing_images_034,missing_images,2.8756175746110944,2.5131133824944047,2.550071730903342,1.0,1.0,1.0
missing_images_035,missing_images,2.5452438340492254,2.666836730806784,2.5926010491198648,1.0,1.0,1.0
missing_images_036,missing_images,2.455701069848637,1.8137605352215322,1.701631729176212,1.0,1.0,1.0
missing_images_037,missing_images,2.3443363527265064,3.05346182688925,3.294662166805538,1.0,1.0,1.0
missing_images_038,missing_images,2.0653076299307753,1.328375512005858,17.22549879969986,1.0,0.8888888888888888,0.8888888888888888
missing_images_039,missing_images,3.4973564692128734,3.202762894636881,3.2910822079275763,1.0,1.0,1.0
missing_images_040,missing_images,20.39340068110261,14.46811023692858,2.0256337132094657,1.0,1.0,1.0
missing_images_041,missing_images,24.578001666276407,24.816679539441,2.345071679505805,0.7777777777777778,1.0,1.0
missing_images_042,missing_images,21.01390323102249,25.917141630627132,37.26211958401635,0.7777777777777778,0.4444444444444444,0.6666666666666666
missing_images_043,missing_images,9.916097938376987,9.691043124993556,3.36517474966446,0.8888888888888888,1.0,1.0
missing_images_044,missing_images,24.331490096278763,23.608943499469646,2.682976126027238,0.7777777777777778,1.0,1.0
missing_images_045,missing_images,10.715072847518835,8.209099348913472,24.938952712396443,1.0,0.7777777777777778,0.8888888888888888
missing_images_046,missing_images,22.846283232133544,13.747919994385494,9.43518335350093,0.8888888888888888,0.8888888888888888,1.0
missing_images_047,missing_images,2.529900859170494,3.053508098620995,10.12483783198237,1.0,0.8888888888888888,0.8888888888888888
missing_images_048,missing_images,16.07688455534014,24.21401401544959,25.196455348933437,0.7777777777777778,0.6666666666666666,0.7777777777777778
missing_images_049,missing_images,22.561047040151823,17.100323624387613,3.0135571622666215,1.0,1.0,1.0
missing_images_050,missing_images,18.61451145967719,8.851239998503683,4.109197771932031,0.8888888888888888,0.8888888888888888,1.0
missing_images_051,missing_images,25.982269559323424,26.146337838910643,27.740338895670074,0.7777777777777778,0.7777777777777778,0.7777777777777778
missing_images_052,missing_images,10.152891772566003,8.368793729376412,3.6002629795192953,1.0,1.0,1.0
missing_images_053,missing_images,2.1614150493788737,2.3219355490747398,2.1758194447562462,1.0,1.0,1.0
missing_images_054,missing_images,9.923873385680087,7.757450361372322,2.222710140171786,1.0,1.0,1.0
missing_images_055,missing_images,2.7536593158640406,3.3835945116974013,3.2699157542375548,1.0,1.0,1.0
missing_images_056,missing_images,2.220474779571099,1.8840704512799578,1.929878308573901,1.0,1.0,1.0
missing_images_057,missing_images,19.39514478328022,11.064513797709045,4.262244518444542,1.0,1.0,1.0
missing_images_058,missing_images,3.9090490990813573,3.0729954083252466,2.97563690967709,1.0,1.0,1.0
missing_images_059,missing_images,2.16164766680264,1.791067661678872,12.128589986818076,1.0,0.8888888888888888,0.8888888888888888
plateau_early_000,plateau_early,2.135011563428555,4.336949639428506,4.642587992307119,1.0,1.0,1.0
plateau_early_001,plateau_early,13.895873065513072,13.816034907119194,22.564355941494384,0.75,0.6666666666666666,0.6666666666666666
plateau_early_002,plateau_early,11.845117036220902,10.1329907641909,3.1948449564296073,1.0,1.0,1.0
plateau_early_003,plateau_early,11.39081345433174,9.621587879968484,4.32294993366482,1.0,1.0,1.0
plateau_early_004,plateau_early,2.7444496075582845,3.3729707275564778,3.350210158130696,1.0,1.0,1.0
plateau_early_005,plateau_early,8.385668556395354,10.773250404690533,10.08721593878571,0.9166666666666666,0.9166666666666666,0.9166666666666666
plateau_early_006,plateau_early,16.832130303582822,11.380770224685273,2.9677173362392395,1.0,1.0,1.0
plateau_early_007,plateau_early,3.629337469934809,3.835438169925203,3.750838209971447,1.0,1.0,1.0
plateau_early_008,plateau_early,11.433079715743185,17.05717465970475,19.860821355308186,0.9166666666666666,0.8333333333333334,0.8333333333333334
plateau_early_009,plateau_early,2.7210520610780633,3.2697777113470323,12.567853281823263,1.0,0.9166666666666666,0.9166666666666666
plateau_early_010,plateau_early,2.914847763156216,4.302072371222073,18.457090298422912,0.9166666666666666,0.8333333333333334,0.9166666666666666
plateau_early_011,plateau_early,15.54880273899984,14.003638554413715,31.344309091839484,1.0,0.75,0.75
plateau_early_012,plateau_early,13.96012969932138,7.7132657209251105,4.440278734964532,0.9166666666666666,0.9166666666666666,1.0
plateau_early_013,plateau_early,8.03021289140176,8.245600592185637,8.234135137875029,0.9166666666666666,0.9166666666666666,0.9166666666666666
plateau_early_014,plateau_early,2.0173491212983348,2.411482339039016,2.215012054947946,1.0,1.0,1.0
plateau_early_015,plateau_early,3.147923012035712,3.520954758226683,3.5921406498786372,0.9166666666666666,0.9166666666666666,1.0
plateau_early_016,plateau_early,2.0322794023548076,1.8276989232293719,1.9015776388955004,1.0,1.0,1.0
plateau_early_017,plateau_early,12.22092020054986,3.4780210902733426,11.148043509999741,1.0,0.8333333333333334,0.9166666666666666
plateau_early_018,plateau_early,14.732959093903263,9.432843617931907,3.6044976059697547,1.0,1.0,1.0
plateau_early_019,plateau_early,8.265508365346868,8.237800127334957,4.596383259991943,0.9166666666666666,0.9166666666666666,1.0
plateau_early_020,plateau_early,15.43151296495562,13.421650098806122,14.723403857415818,0.8333333333333334,0.8333333333333334,0.9166666666666666
plateau_early_021,plateau_early,2.162982609416943,4.705493403915255,3.517486240995764,1.0,1.0,1.0
plateau_early_022,plateau_early,21.369685435086858,22.41113703872019,18.36600505235923,0.9166666666666666,0.9166666666666666,0.9166666666666666
plateau_early_023,plateau_early,17.29403235021919,15.963715987370202,2.5770836722921686,0.9166666666666666,1.0,1.0
plateau_early_024,plateau_early,23.486248407497474,17.05286202240526,8.964856839178248,0.9166666666666666,0.9166666666666666,0.9166666666666666
plateau_early_025,plateau_early,4.05922204301091,4.50442781534103,4.710517612764894,1.0,1.0,1.0
plateau_early_026,plateau_early,13.664718684689229,14.914656574484555,3.8974728115132797,0.8333333333333334,1.0,1.0
plateau_early_027,plateau_early,7.947000510218312,8.473885656137224,2.1409026365607042,0.9166666666666666,1.0,1.0
plateau_early_028,plateau_early,18.962726067223823,6.40590169617734,3.6235791703109212,1.0,1.0,1.0
plateau_early_029,plateau_early,14.321610250412988,3.805036134332964,18.28033648461703,1.0,0.8333333333333334,0.9166666666666666
plateau_early_030,plateau_early,8.674984225728293,5.990294696876267,3.956001610718777,1.0,1.0,1.0
plateau_early_031,plateau_early,2.2659764765327233,4.890775470161175,4.878192442423097,1.0,1.0,1.0
plateau_early_032,plateau_early,16.118239475389093,16.354031855770327,4.486705306979069,0.9166666666666666,1.0,1.0
plateau_early_033,plateau_early,19.612655250537784,17.579571886675033,2.9042996243720047,0.9166666666666666,1.0,1.0
plateau_early_034,plateau_early,13.991864260375188,12.81590916880031,6.655094770545254,0.9166666666666666,0.9166666666666666,1.0
plateau_early_035,plateau_early,3.00223381481884,2.837159771185765,2.9148049477972906,1.0,1.0,1.0
plateau_early_036,plateau_early,16.318710047015543,8.231498039616728,3.3398380492433923,1.0,1.0,1.0
plateau_early_037,plateau_early,19.44410217654637,14.074992850730885,13.777397824068796,0.75,0.8333333333333334,0.9166666666666666
plateau_early_038,plateau_early,2.6258846778021976,2.5233333983224737,8.947636658804724,1.0,0.9166666666666666,0.9166666666666666
plateau_early_039,plateau_early,16.152840283579685,16.15146429795641,23.659353782399617,0.9166666666666666,0.8333333333333334,0.9166666666666666
plateau_early_040,plateau_early,15.984067669592857,17.159381656401735,12.256979425445826,0.8333333333333334,0.9166666666666666,0.9166666666666666
plateau_early_041,plateau_early,15.515014143448242,17.88623092546648,18.877370574552284,0.9166666666666666,0.8333333333333334,0.9166666666666666
plateau_early_042,plateau_early,9.755466596703535,5.554967056320904,3.8109149302276277,1.0,1.0,1.0
plateau_early_043,plateau_early,2.8516016757621765,3.074598590681214,26.08551131842827,1.0,0.8333333333333334,0.8333333333333334
plateau_early_044,plateau_early,15.92089905864156,9.389420504707028,3.581446784691246,0.9166666666666666,0.9166666666666666,1.0
plateau_early_045,plateau_early,17.642120616041364,30.518334558587156,30.38844226617539,0.75,0.75,0.75
plateau_early_046,plateau_early,9.657874112846484,7.974253204944046,3.0826019104703883,1.0,1.0,1.0
plateau_early_047,plateau_early,14.958816692608929,7.3280728854323485,4.322369728150359,1.0,1.0,1.0
plateau_early_048,plateau_early,10.825362289192947,9.532147421445872,2.6054575837969205,0.9166666666666666,0.9166666666666666,1.0
plateau_early_049,plateau_early,13.021406539350382,7.595631253463848,3.4320121206562972,1.0,1.0,1.0
