camera,day,image,x_top,y_top,x_root,y_root,x_root_frac,height_px,conf,image_width
C_011,07_11,B73.21-C-011_2021-07-11-17-41_CAM397.JPG,291.0781555175781,561.7691650390625,308.80242919921875,758.0943603515625,0.3994856781361174,196.3251953125,0.8112246990203857,773
C_011,07_11,B73.21-C-011_2021-07-11-17-41_CAM397.JPG,365.26947021484375,555.2510986328125,382.0290222167969,761.9479370117188,0.49421607013815894,206.69683837890625,0.8025662899017334,773
C_011,07_11,B73.21-C-011_2021-07-11-17-41_CAM397.JPG,222.91989135742188,564.259033203125,242.40525817871094,759.7965698242188,0.31359024343947084,195.53753662109375,0.7900806665420532,773
C_011,07_11,B73.21-C-011_2021-07-11-17-41_CAM397.JPG,452.66229248046875,587.0681762695312,466.210693359375,759.5216674804688,0.6031186201285575,172.4534912109375,0.7737938761711121,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,445.7371520996094,478.1954650878906,461.8052978515625,729.470703125,0.5974195315026681,251.27523803710938,0.8382212519645691,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,543.28759765625,480.04541015625,551.295654296875,737.2174682617188,0.7131897209532665,257.17205810546875,0.8362274169921875,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,366.94879150390625,462.804931640625,380.1167297363281,727.9819946289062,0.49174221181931194,265.17706298828125,0.8180663585662842,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,295.5557556152344,467.20458984375,313.20953369140625,728.7822265625,0.4051869776085463,261.57763671875,0.7975907325744629,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,618.031982421875,438.4093933105469,630.5433349609375,736.0776977539062,0.8157093595872412,297.6683044433594,0.7874451279640198,773
C_011,07_18,B73.21-C-011_2021-07-18-14-58_CAM397.JPG,215.94403076171875,455.9442138671875,230.2770233154297,721.4393920898438,0.2979004182605817,265.49517822265625,0.6494336128234863,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,462.8973388671875,313.9574890136719,465.6492614746094,694.2344360351562,0.6023923175609436,380.2769470214844,0.8918263912200928,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,377.143798828125,332.7059326171875,382.8995056152344,688.781494140625,0.4953421806147922,356.0755615234375,0.8359858393669128,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,291.96368408203125,322.6855773925781,302.2033386230469,681.4258422851562,0.390948691621018,358.7402648925781,0.8315272331237793,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,537.9453125,306.828125,543.431396484375,698.64404296875,0.7030160368491267,391.81591796875,0.8300938606262207,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,631.1439819335938,304.3588562011719,633.8655395507812,699.0625,0.82000716630114,394.7036437988281,0.8113863468170166,773
C_011,07_30,B73.21-C-011_2021-07-30-13-41_CAM397.JPG,226.0674285888672,322.6628723144531,235.4065704345703,669.2660522460938,0.3045363136281634,346.6031799316406,0.8033631443977356,773
C_016,07_02,C49A.21-C-016_2021-07-02-08-26_CAM825.JPG,280.6678771972656,700.55078125,284.1257629394531,826.0656127929688,0.36756243588545034,125.51483154296875,0.8930468559265137,773
C_016,07_02,C49A.21-C-016_2021-07-02-08-26_CAM825.JPG,345.7078552246094,700.1101684570312,359.4339904785156,829.84375,0.4649857574107576,129.73358154296875,0.8437824249267578,773
C_016,07_02,C49A.21-C-016_2021-07-02-08-26_CAM825.JPG,425.44110107421875,685.5396728515625,436.39422607421875,829.615234375,0.5645462174310721,144.0755615234375,0.7602056860923767,773
C_016,07_11,C49A.21-C-016_2021-07-11-10-28_CAM825.JPG,420.7677307128906,633.5875854492188,437.5397033691406,817.8756713867188,0.5660280768035454,184.2880859375,0.8718023896217346,773
C_016,07_11,C49A.21-C-016_2021-07-11-10-28_CAM825.JPG,272.7015380859375,640.0641479492188,293.213623046875,801.8136596679688,0.37931904663243854,161.74951171875,0.8043039441108704,773
C_016,07_11,C49A.21-C-016_2021-07-11-10-28_CAM825.JPG,335.9322204589844,601.6224365234375,358.3629455566406,806.8228149414062,0.4636001883009581,205.20037841796875,0.7800517082214355,773
C_016,07_18,C49A.21-C-016_2021-07-18-15-17_CAM825.JPG,414.4792785644531,591.5949096679688,432.9854431152344,805.541015625,0.5601364076523083,213.94610595703125,0.8380028605461121,773
C_016,07_18,C49A.21-C-016_2021-07-18-15-17_CAM825.JPG,341.7538146972656,580.406005859375,356.7450866699219,794.4877319335938,0.4615072272573375,214.08172607421875,0.8210973739624023,773
C_016,07_18,C49A.21-C-016_2021-07-18-15-17_CAM825.JPG,271.0634460449219,575.3803100585938,286.0465087890625,797.6846313476562,0.3700472299987872,222.3043212890625,0.7001046538352966,773
C_016,07_30,C49A.21-C-016_2021-07-30-11-45_CAM825.JPG,423.64447021484375,604.30078125,435.3728942871094,799.4437866210938,0.5632249602679293,195.14300537109375,0.8236324787139893,773
C_016,07_30,C49A.21-C-016_2021-07-30-11-45_CAM825.JPG,343.31719970703125,583.0736694335938,356.92034912109375,793.0830688476562,0.4617339574658393,210.0093994140625,0.8157033920288086,773
C_016,07_30,C49A.21-C-016_2021-07-30-11-45_CAM825.JPG,275.37139892578125,557.8936157226562,284.4048767089844,789.0897827148438,0.3679235145006266,231.1961669921875,0.7488639950752258,773
C_016,08_06,C49A.21-C-016_2021-08-06-09-10_CAM825.JPG,280.3562927246094,542.3978271484375,290.7461242675781,792.4434204101562,0.37612693954408555,250.04559326171875,0.8116369247436523,773
C_016,08_06,C49A.21-C-016_2021-08-06-09-10_CAM825.JPG,419.3569641113281,581.9686889648438,432.64239501953125,796.4494018554688,0.5596926196889149,214.480712890625,0.796339750289917,773
C_016,08_06,C49A.21-C-016_2021-08-06-09-10_CAM825.JPG,344.02899169921875,580.6109619140625,355.3685607910156,793.336181640625,0.4597264693286101,212.7252197265625,0.7785220742225647,773
C_021,07_02,EP1.21-C-021_2021-07-02-15-31_CAM219.JPG,86.71490478515625,609.4877319335938,96.9129867553711,793.2091064453125,0.12537255725145033,183.72137451171875,0.9149250388145447,773
C_021,07_02,EP1.21-C-021_2021-07-02-15-31_CAM219.JPG,181.51608276367188,629.4749755859375,195.96351623535156,792.2400512695312,0.25351037029152856,162.76507568359375,0.858048141002655,773
