filename,capture_datetime,camera_id
camera1_2026-06-15.jpg,2026-06-15 11:45,camera_1
camera1_2026-06-18.jpg,2026-06-18 11:45,camera_1
camera2_2026-06-15.jpg,2026-06-15 11:50,camera_2
