replicate,single_frame_mae_cm,bayesian_mae_cm,mae_gain_cm,single_frame_minus_bayesian_mae_cm,ewma_minus_bayesian_mae_cm,running_median3_minus_bayesian_mae_cm,holt_minus_bayesian_mae_cm,gaussian_kalman_minus_bayesian_mae_cm,coverage_80_percent,width_80_cm,coverage_95_percent,width_95_cm
35,23.28019269868607,23.722141890787075,-0.44194919210100636,-0.44194919210100636,2.427317182142513,3.4518425927200482,0.6012555973378397,-0.00918228171517299,63.46153846153846,55.76994524279014,94.23076923076923,97.13582061320393
36,16.468764113195157,15.944231361906283,0.5245327512888736,0.5245327512888736,2.21227311385989,2.876427098050822,0.22041346231959125,-0.01757435213530023,82.14285714285714,56.010180020992266,98.80952380952381,97.55424315636594
37,15.717491023102633,15.029523499471738,0.6879675236308955,0.6879675236308955,2.4724237416816113,2.538083079699865,0.3223070190790782,-0.012525611593757091,83.15217391304348,55.93886179002357,98.36956521739131,97.43002652212564
38,16.38897627787618,15.281913201290646,1.1070630765855327,1.1070630765855327,2.4252519630494156,2.213332068432379,0.19579666513111782,-0.011743017216872431,83.41463414634146,55.99548043727468,97.5609756097561,97.5286405469163
39,14.266949499004534,13.774738107599802,0.4922113914047319,0.4922113914047319,2.358841126060046,2.810127014164898,0.30191697948869134,-0.01676386755048398,86.02150537634408,55.97168724010387,100.0,97.48719937780385
40,18.571336369874654,17.37605233717259,1.1952840327020624,1.1952840327020624,2.2999683749006614,2.2154502773609934,0.1123594643672412,-0.011987862694116558,79.67914438502673,56.03235244122293,96.2566844919786,97.59286138029842
41,16.38897627787618,15.281913201290646,1.1070630765855327,1.1070630765855327,2.4252519630494156,2.2133320684323827,0.19579666513111782,-0.011743017216870655,83.41463414634146,55.995480437274686,97.5609756097561,97.5286405469163
42,18.571336369874654,17.37605233717259,1.1952840327020624,1.1952840327020624,2.2999683749006614,2.2154502773609934,0.1123594643672412,-0.011987862694116558,79.67914438502673,56.03235244122293,96.2566844919786,97.59286138029842
43,19.57645569551147,18.4942709470686,1.0821847484428702,1.0821847484428702,2.028245618511516,2.51767057119455,-0.0073907017788599205,-0.016897713153682048,78.3625730994152,56.1111671384272,96.49122807017544,97.73013478546294
44,17.113619892754066,16.116353180751524,0.997266712002542,0.997266712002542,2.1900135824559612,2.4865901578645584,0.09451474344455235,-0.01616453521131689,82.53968253968253,56.06366753335275,97.88359788359789,97.64740361013861
45,18.10312115935439,17.361216293310193,0.741904866044198,0.741904866044198,2.336406037052466,2.5756832198954314,0.24203249997195897,-0.012886291130072891,78.91566265060241,55.974258953203126,96.98795180722891,97.4916785907776
46,25.424614396854665,24.697509551974598,0.727104844880067,0.727104844880067,2.5274243082990395,2.3580575531451373,0.3781491080497297,-0.0019853371011997467,62.601626016260155,55.84076396936719,91.05691056910568,97.25916724893929
47,23.11089463501666,22.675701112029106,0.43519352298755365,0.43519352298755365,2.357533367188285,2.76573933605399,0.34691525571571447,-0.00846050635668405,67.2,55.891177804217165,93.60000000000001,97.34697420655942
48,19.199014234791534,18.63440299724632,0.5646112375452148,0.5646112375452148,2.0305287787317,2.9586392020693673,0.1193491010299077,-0.018579353020474088,77.33333333333333,56.057911069293866,97.33333333333334,97.63737744178293
49,20.87004793654362,20.717571678066157,0.1524762584774635,0.1524762584774635,2.1929933218605306,3.1605807478475967,0.3166651467622863,-0.014731733273428915,71.65354330708661,55.940003801749036,96.06299212598425,97.43201559071123
50,19.41092353269328,19.006524882635986,0.40439865005729203,0.40439865005729203,2.5298897707499464,2.69343558859358,0.4370035208368499,-0.008553506994719129,74.12587412587412,55.85608957104731,95.8041958041958,97.28586020854522
51,26.073586099013653,26.18072345618718,-0.1071373571735279,-0.1071373571735279,2.6335539800496903,2.973679330127336,0.6439070142038084,-0.0013881418356760378,57.84313725490197,55.706774979952876,91.17647058823529,97.02579548600798
52,19.199014234791534,18.63440299724632,0.5646112375452148,0.5646112375452148,2.0305287787317,2.9586392020693637,0.1193491010299077,-0.018579353020474088,77.33333333333333,56.057911069293866,97.33333333333334,97.63737744178295
53,14.558925438397635,13.52584136985601,1.0330840685416245,1.0330840685416245,2.530310397954427,2.2115558125146677,0.26576418326046714,-0.011537698363760285,86.54708520179372,55.964560864457084,98.65470852017937,97.4747872023313
54,19.777340572493113,18.81276183279713,0.964578739695984,0.964578739695984,2.463566592518024,2.267604125199661,0.26417883122559616,-0.00808388717349473,75.60975609756098,55.937461761809374,95.1219512195122,97.42758806017493
55,16.38897627787618,15.281913201290646,1.1070630765855327,1.1070630765855327,2.4252519630494156,2.213332068432379,0.19579666513111782,-0.011743017216872431,83.41463414634146,55.99548043727468,97.5609756097561,97.5286405469163
56,14.266949499004534,13.774738107599802,0.4922113914047319,0.4922113914047319,2.3588411260600495,2.810127014164898,0.3019169794886949,-0.01676386755048398,86.02150537634408,55.97168724010387,100.0,97.48719937780385
57,16.468764113195157,15.944231361906283,0.5245327512888736,0.5245327512888736,2.2122731138598937,2.876427098050822,0.22041346231959125,-0.01757435213530023,82.14285714285714,56.010180020992266,98.80952380952381,97.55424315636594
