rowid,date_md,plantid,source_image,x_root_recovered_px,x_root_pose_px,x_match_distance_px,pose_height_px,pose_confidence,date,height_true,height_est_cm,height_sam,pose_geometry_height_cm_2021,held_out_row,cv_prediction_cm,cv_error_cm
C_004,07_11,p4,LH85.21-C-004_2021-07-11-17-24_CAM789.JPG,273.0,256.4016418457031,16.598358154296875,187.11773681640625,0.6926374435424805,2021-07-11,84,96.48554148867314,97.3173133980582,77.81964709362792,C_004,85.49549432199386,1.49549432199386
C_004,07_18,p4,LH85.21-C-004_2021-07-18-17-52_CAM789.JPG,267.0,275.0283508300781,8.028350830078125,280.8280639648437,0.8069769144058228,2021-07-18,130,124.76578640776698,129.756417864078,116.79246021008298,C_004,128.2662679486653,-1.733732051334698
C_004,07_30,p4,LH85.21-C-004_2021-07-30-17-26_CAM789.JPG,269.0,272.2950744628906,3.295074462890625,336.2047119140625,0.7914940714836121,2021-07-30,140,153.87780323624594,133.915277411003,139.8228328190918,C_004,153.54098574885185,13.540985748851853
C_004,08_06,p4,LH85.21-C-004_2021-08-06-18-49_CAM789.JPG,267.0,271.0057678222656,4.005767822265625,314.1347351074219,0.713439404964447,2021-08-06,140,144.52036925566344,130.588189773463,130.64423844488525,C_004,143.46792325225536,3.4679232522553605
C_005,07_11,p1,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,618.0,629.5001831054688,11.50018310546875,269.4635314941406,0.6645585298538208,2021-07-11,113,131.83584763754044,128.50876,112.06611025897216,C_005,123.7107783198181,10.710778319818104
C_005,07_18,p1,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,605.0,621.9713134765625,16.9713134765625,273.8524475097656,0.8986108899116516,2021-07-18,140,154.08574621359222,116.032181359223,113.89139898504638,C_005,125.67179405344353,-14.328205946556466
C_005,07_30,p1,CO255.21-C-005_2021-07-30-11-45_CAM811.JPG,593.0,616.092041015625,23.092041015625,238.5252685546875,0.9312795996665956,2021-07-30,144,168.22586867313916,114.784523495146,99.19931983813476,C_005,109.88722367003336,-34.112776329966636
C_005,08_06,p1,CO255.21-C-005_2021-08-06-13-23_CAM811.JPG,606.0,627.0923461914062,21.09234619140625,262.251953125,0.9303054809570312,2021-08-06,144,153.87780323624594,121.854584724919,109.06691577734374,C_005,120.48856613899477,-23.51143386100523
C_005,07_11,p4,CO255.21-C-005_2021-07-11-14-43_CAM811.JPG,313.0,307.4971618652344,5.502838134765625,236.49615478515625,0.8298298716545105,2021-07-11,78,111.45743585760518,103.555602718447,98.35543982897948,C_005,108.9805934193745,30.9805934193745
C_005,07_18,p4,CO255.21-C-005_2021-07-18-11-39_CAM811.JPG,300.0,306.2271728515625,6.2271728515625,291.9947509765625,0.7817200422286987,2021-07-18,120,127.67698809061488,103.555602718447,121.43652900463867,C_005,133.77797389738143,13.777973897381429
