filename,capture_datetime,camera_id
C-004_2021-07-02.JPG,2021-07-02 12:00:00,C-004
C-004_2021-07-11.JPG,2021-07-11 12:00:00,C-004
C-004_2021-07-18.JPG,2021-07-18 12:00:00,C-004
C-004_2021-07-30.JPG,2021-07-30 12:00:00,C-004
C-004_2021-08-06.JPG,2021-08-06 12:00:00,C-004
