camera_id,capture_datetime,date,days_after_first_image,filename,plant_candidates,assigned_tracks,measurements_used,prediction_only,red_bands_detected,pole_calibration_pass
C-004,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,6,6,6,0,0,True
C-004,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,5,5,5,1,0,True
C-004,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,6,6,6,0,0,True
C-004,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,6,6,6,0,0,True
C-004,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,6,6,6,0,0,True
