labels,object,physical_length_ft,physical_length_cm,vertical_endpoint_definition,field_mark_interval_in,field_mark_intervals_per_row,adjacent_row_spacing_in,camera_to_target_row_ft,target_to_next_row_ft,source,interpretation_note
pole1-pole4,stationary-camera support pole,5.0,152.4,ground contact to nominal camera mounting/optical-center height,35.0,4,140.0,10.25,1.42,Feedback for stationary camera project questions_yawei.docx; 2020 to 2025 Stationary camera settings .xlsx,The 35-in marks describe horizontal field layout. They are not the 1-ft red-band markings on the separate 2024-2025 calibration poles.
