rowid,plantid,date_md,date,height_true,height_est_cm,height_sam,plant_uid,max_gust,measurement_sd_cm,is_endpoint,online_sequence_number,elapsed_days,predictive_mean_cm,predictive_sd_cm,predictive_q025_cm,predictive_q975_cm,predictive_log_score,predictive_pit,last_observation_prediction_cm,linear_extrapolation_prediction_cm,posterior_mean_cm,posterior_sd_cm,posterior_q025_cm,posterior_q10_cm,posterior_median_cm,posterior_q90_cm,posterior_q975_cm,posterior_growth_mean_cm_day,posterior_growth_sd_cm_day,outlier_posterior_probability,effective_sample_size
C_004,p4,07_02,2021-07-02,60,66.1258667961165,57.8081477022654,C_004_p4,11,17.39999999946,False,1,0.0,,,,,,,,,57.74818759345081,17.323094973564338,23.985561052875035,34.96671695389636,58.05955328708058,79.1972931134347,91.61822940125859,1.5424882169249847,5.681818711775603,,5000.0
C_004,p4,07_11,2021-07-11,84,96.48554148867314,97.3173133980582,C_004_p4,18,29.9999999982,False,2,9.0,73.34255076879741,64.94459688766348,-53.94885913102301,200.63396066861782,-5.354996340745246,0.6439947054385036,57.8081477022654,57.8081477022654,88.94016968350326,30.1472935252015,30.413032527461628,50.440709413422155,88.32744697078301,127.90769781448826,148.4301076505425,4.386974182111892,1.6046454760900033,0.059989075976956255,2622.206623664221
C_004,p4,07_18,2021-07-18,130,124.76578640776698,129.756417864078,C_004_p4,8,12.0,False,3,7.0,119.8868106397114,35.07109217524847,51.1474699762244,188.6261513031984,-4.5091892415904615,0.6108047717483525,97.3173133980582,128.04666449478594,129.01209900927185,12.30904510196844,104.80036020021751,113.92809063967061,128.99759380157562,143.97297009699622,151.5137507866463,2.5437228080159713,1.0561493197676894,0.034576928482196206,1102.6756692695033
C_004,p4,07_30,2021-07-30,140,153.87780323624594,133.915277411003,C_004_p4,11,17.39999999946,False,4,12.0,159.0187287118839,37.66716669922775,85.19108198139752,232.8463754423703,-4.778044400890172,0.25256033084096696,129.756417864078,185.36631123439764,139.84557057932005,16.299414290815257,109.19543688777128,119.48740563339368,139.43070165907076,160.17564140697047,172.1308813801373,2.2399922103154677,1.303888112513365,0.042493766490214496,2647.580206312668
C_004,p4,08_06,2021-08-06,140,144.52036925566344,130.588189773463,C_004_p4,11,17.39999999946,True,5,7.0,155.32671119881542,33.4926358627986,89.68114490773016,220.97227748990068,-4.721956862879042,0.23006715867753413,133.915277411003,136.3412788133759,137.97118175613184,15.570512287930155,108.38958169371091,118.00586690453645,137.46090755809217,157.091045784702,169.23233424716335,2.3539012043175975,1.0402940869747603,0.04138968499798632,1369.0754994452034
C_005,p1,07_11,2021-07-11,113,131.83584763754044,128.50876,C_005_p1,18,29.9999999982,False,1,0.0,,,,,,,,,128.40029905620165,30.191368744562308,70.09227080470615,89.87320137381433,128.61420873997662,166.7159939638094,186.53930564309994,1.5741504203140333,5.763841473319462,,5000.0
C_005,p1,07_18,2021-07-18,140,154.08574621359222,116.032181359223,C_005_p1,8,12.0,False,2,7.0,139.1939691873114,56.51181326997915,28.430815178152272,249.95712319647055,-5.023302798748478,0.34095525907595486,128.50876,128.50876,116.69675165574154,14.56559106162164,91.57966832330519,100.83827654868864,116.34630783554914,132.1619797578533,143.69868764610814,3.0171807243996978,1.1204288896378989,0.04709212558576596,1500.6372478084731
C_005,p1,07_30,2021-07-30,144,168.22586867313916,114.784523495146,C_005_p1,11,17.39999999946,False,3,12.0,152.31752590204405,37.16740023813395,79.46942143530151,225.1656303687866,-5.039483997314731,0.15628678239419785,116.032181359223,94.64376083217672,123.73652905945774,16.777980239259293,92.39636236867558,103.98002812349262,123.11001897596653,143.8955939929845,158.7078971352835,2.803918282332584,1.39857211262645,0.05078992165126344,2112.784335728523
C_005,p1,08_06,2021-08-06,144,153.87780323624594,121.854584724919,C_005_p1,11,17.39999999946,True,4,7.0,143.1809512689701,33.03500385402333,78.43234371508437,207.92955882285582,-4.649213648757174,0.2592793365517435,114.784523495146,114.05672307443442,128.31361271907184,15.481156859057293,98.50343186881896,108.74864546977018,128.15218696569414,147.91995774958914,158.7325082835253,2.6100949984077086,1.101400268272801,0.039313321443008316,2994.5686765614473
C_005,p4,07_11,2021-07-11,78,111.45743585760518,103.555602718447,C_005_p4,18,29.9999999982,False,1,0.0,,,,,,,,,103.39654267438034,30.34743053291202,42.94151797417221,65.06975113091809,103.05809159845066,141.4645627556457,164.73378474818824,1.4957840263356852,5.667424551255612,,5000.0
C_005,p4,07_18,2021-07-18,120,127.67698809061488,103.555602718447,C_005_p4,8,12.0,False,2,7.0,114.42909613928128,55.904214756322844,4.856835216888513,224.00135706167407,-4.957106236051763,0.42289133200418744,103.555602718447,103.555602718447,103.39237353716672,14.151824961576898,77.83925899671577,88.12158601159953,103.01054302547948,118.92140234817421,128.9161365693768,3.7652047272858846,1.3307625516035761,0.045516271702582975,1577.5951605167775
C_005,p4,07_30,2021-07-30,130,128.50876,129.756417864078,C_005_p4,11,17.39999999946,False,3,12.0,148.89667981006832,37.565088678455936,75.26910600029468,222.52425361984194,-4.696890930579421,0.30519297785786736,103.555602718447,103.555602718447,133.9693505085816,16.32064830164734,103.10273078522091,113.25753606646764,133.67232378688038,154.0454700942442,166.75841502697097,2.4071798736331056,1.339065081372488,0.040306698043999875,2843.06050834859
C_005,p4,08_06,2021-08-06,130,125.5975583171521,130.588189773463,C_005_p4,11,17.39999999946,True,4,7.0,150.79343223893773,33.389618945587365,85.34977910558649,216.23708537228896,-4.627497977635445,0.2725444969104579,129.756417864078,145.0402266990294,136.4110445759374,15.3781160036892,106.81071528155782,117.14533002242428,136.1212368447963,156.03574667145935,167.2569210135163,2.3535830643252904,1.0324961347870227,0.03859329016063412,1607.9695901576824
C_005,p5,07_11,2021-07-11,108,113.95275158576052,116.863953268608,C_005_p5,18,29.9999999982,False,1,0.0,,,,,,,,,116.97975641967214,29.604086077689566,59.71481656595131,79.32044135667567,116.73941291380073,154.62409322684238,175.46515141897964,1.4626434154295374,5.64515095025526,,5000.0
