k_dropped,true_ft,pred_ft,below_ft,error_ft,error_cm,image_id,camera
2,1.0,1.019079023532622,1.0,0.01907902353262192,0.5815286372743161,C-M-0006-L.21-M1744-4.2024-08-05-11-58.NL5RH,C-M-0006-L.21-M1744-4
1,0.0,0.02122807653885887,1.0,0.02122807653885887,0.6470317729044184,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
2,0.0,0.12184809913648188,2.0,0.12184809913648188,3.7139300616799678,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
2,1.0,1.1041483282263624,1.0,0.10414832822636244,3.1744410443395275,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
3,0.0,0.49918173655497394,3.0,0.49918173655497394,15.215059330195606,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
3,1.0,1.3681095975012942,2.0,0.36810959750129424,11.219980531839449,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
3,2.0,2.2546763750794536,1.0,0.2546763750794536,7.762535912421747,C-M-0006-L.21-M1744-4.2024-08-06-11-59.NL5RH,C-M-0006-L.21-M1744-4
1,0.0,-0.003127827890826468,1.0,-0.003127827890826468,-0.09533619411239073,C-M-0006-L.21-M1744-4.2024-08-07-11-58.NL5RH,C-M-0006-L.21-M1744-4
2,0.0,0.017826003764117068,2.0,0.017826003764117068,0.5433365947302883,C-M-0006-L.21-M1744-4.2024-08-07-11-58.NL5RH,C-M-0006-L.21-M1744-4
2,1.0,1.0116900950461323,1.0,0.011690095046132276,0.3563140970061118,C-M-0006-L.21-M1744-4.2024-08-07-11-58.NL5RH,C-M-0006-L.21-M1744-4
1,0.0,-0.1331534833101845,1.0,-0.1331534833101845,-4.058518171294423,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
2,0.0,-0.12597098680303834,2.0,-0.12597098680303834,-3.8395956777566087,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
2,1.0,1.004511135560556,1.0,0.0045111355605560455,0.13749941188574827,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
3,0.0,-0.13683253676772217,3.0,-0.13683253676772217,-4.1706557206801715,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
3,1.0,0.9983604721794663,2.0,-0.0016395278205336705,-0.04997280796986628,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
3,2.0,1.9965614666982092,1.0,-0.0034385333017907804,-0.10480649503858298,C-M-0006-L.21-M1744-4.2024-08-08-11-34.NL5RH,C-M-0006-L.21-M1744-4
1,0.0,-0.019404868959636168,1.0,-0.019404868959636168,-0.5914604058897104,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
2,0.0,-0.14015372027617873,2.0,-0.14015372027617873,-4.271885394017928,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
2,1.0,0.8807528560029063,1.0,-0.11924714399709369,-3.6346529490314157,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
3,0.0,-0.6599413690694249,3.0,-0.6599413690694249,-20.115012929236073,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
3,1.0,0.5244834971790588,2.0,-0.47551650282094116,-14.493743005982287,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
3,2.0,1.7044014217837915,1.0,-0.2955985782162085,-9.009844664030036,C-M-0006-L.21-M1744-4.2024-08-09-11-04.NL5RH,C-M-0006-L.21-M1744-4
1,0.0,0.029479510801244672,1.0,0.029479510801244672,0.8985354892219376,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.005123119462044641,2.0,-0.005123119462044641,-0.15615268120312065,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9409931101352745,1.0,-0.059006889864725465,-1.798530003076832,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.01852211320269896,3.0,-0.01852211320269896,-0.5645540104182644,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9302498044496863,2.0,-0.0697501955503137,-2.1259859603735616,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9832258732306915,1.0,-0.01677412676930845,-0.5112753839285216,C-M-0006-R.21-M1744-4.2024-06-28-11-33.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.05769177572299478,1.0,-0.05769177572299478,-1.758445324036881,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.069214009602596,2.0,-0.069214009602596,-2.1096430126871257,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9819493913651314,1.0,-0.018050608634868626,-0.5501825511907957,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.07834420156861217,3.0,-0.07834420156861217,-2.387931263811299,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9749117334124519,2.0,-0.025088266587548147,-0.7646903655884675,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9896750064955042,1.0,-0.010324993504495783,-0.31470580201703147,C-M-0006-R.21-M1744-4.2024-06-29-11-33.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.048908905380190035,1.0,-0.048908905380190035,-1.4907434359881924,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.03882357202977796,2.0,-0.03882357202977796,-1.1833424754676323,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,1.0111930795348036,1.0,0.01119307953480364,0.34116506422081494,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.04211053808740674,3.0,-0.04211053808740674,-1.2835292009041575,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,1.008878916671199,2.0,0.00887891667119911,0.2706293801381489,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9976506655024806,1.0,-0.0023493344975193953,-0.07160771548439117,C-M-0006-R.21-M1744-4.2024-06-30-11-33.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.005004086197804648,1.0,-0.005004086197804648,-0.15252454730908568,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.01806888451274237,2.0,-0.01806888451274237,-0.5507395999483874,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9867736736592148,1.0,-0.013226326340785244,-0.40313842686713425,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.0211925004802341,3.0,-0.0211925004802341,-0.6459474146375354,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9846084445844941,2.0,-0.015391555415505853,-0.4691346090646184,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9980612076562656,1.0,-0.0019387923437343968,-0.059094390637024416,C-M-0006-R.21-M1744-4.2024-07-01-11-47.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.052672777028992146,1.0,0.052672777028992146,1.6054662438436806,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.028969487807288783,2.0,-0.028969487807288783,-0.8829899883661622,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9350130937550755,1.0,-0.06498690624492454,-1.9808009023453,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.034519657839372116,3.0,-0.034519657839372116,-1.052159170944062,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9314020749350753,2.0,-0.06859792506492468,-2.090864755978904,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9976580106571038,1.0,-0.0023419893428962,-0.07138383517147619,C-M-0006-R.21-M1744-4.2024-07-02-11-48.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.06201346813471496,1.0,0.06201346813471496,1.8901705087461118,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,0.05074442319927542,2.0,0.05074442319927542,1.5466900191139148,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9896429541812886,1.0,-0.010357045818711441,-0.3156827565543247,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,0.01610421276937839,3.0,0.01610421276937839,0.4908564052106533,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9659996606683733,2.0,-0.03400033933162672,-1.0363303428279824,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9815847491079774,1.0,-0.01841525089202256,-0.5612968471888476,C-M-0006-R.21-M1744-4.2024-07-03-11-47.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.047262706724773784,1.0,-0.047262706724773784,-1.4405673009711049,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.052579923879440695,2.0,-0.052579923879440695,-1.6026360798453525,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9916128816253956,1.0,-0.008387118374604374,-0.25563936805794135,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.05680366733412352,3.0,-0.05680366733412352,-1.731375780344085,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9883517641132918,2.0,-0.011648235886708158,-0.35503822982686467,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9951876389250163,1.0,-0.004812361074983729,-0.14668076556550405,C-M-0006-R.21-M1744-4.2024-07-04-11-44.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.037112231427900017,1.0,-0.037112231427900017,-1.1311808139223924,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.040838698838192695,2.0,-0.040838698838192695,-1.2447635405881134,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9975444605746127,1.0,-0.002455539425387343,-0.07484484168580621,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.03627612243392949,3.0,-0.03627612243392949,-1.1056962117861708,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,1.0002400248367282,2.0,0.0002400248367282476,0.0073159570234769865,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,2.001503661108795,1.0,0.0015036611087948515,0.045831590596067076,C-M-0006-R.21-M1744-4.2024-07-05-11-46.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.01199580574687583,1.0,-0.01199580574687583,-0.3656321591647753,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.026294822019955432,2.0,-0.026294822019955432,-0.8014661751682416,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9888539649242282,1.0,-0.011146035075771832,-0.33973114910952545,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.04019198662904354,3.0,-0.04019198662904354,-1.2250517524532472,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9800463357547572,2.0,-0.019953664245242808,-0.6081876861950009,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9941252082640393,1.0,-0.005874791735960727,-0.17906365211208297,C-M-0006-R.21-M1744-4.2024-07-06-11-45.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.005799012396726908,1.0,-0.005799012396726908,-0.17675389785223616,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.009259566685531758,2.0,-0.009259566685531758,-0.282231592575008,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.996500376418464,1.0,-0.0034996235815359933,-0.10666852676521708,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,0.007615724556731579,3.0,0.007615724556731579,0.23212728448917855,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,1.0081943957604935,2.0,0.008194395760493522,0.24976518277984258,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,2.010538459706469,1.0,0.010538459706468828,0.3212122518531699,C-M-0006-R.21-M1744-4.2024-07-07-11-46.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.030890242113482083,1.0,0.030890242113482083,0.9415345796189339,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,0.04539423997429032,2.0,0.04539423997429032,1.3836164344163688,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,1.0251433091838331,1.0,0.025143309183833118,0.7663680639232334,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,0.04384118211680181,3.0,0.04384118211680181,1.3362792309201192,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,1.023913919920188,2.0,0.023913919920188098,0.7288962791673332,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9980979397175602,1.0,-0.001902060282439777,-0.057974797408764406,C-M-0006-R.21-M1744-4.2024-07-08-11-46.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.001433598750340064,1.0,0.001433598750340064,0.04369608991036515,C-M-0006-R.21-M1744-4.2024-07-09-11-45.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.005156781197100986,2.0,-0.005156781197100986,-0.15717869088763806,C-M-0006-R.21-M1744-4.2024-07-09-11-45.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9963142611442588,1.0,-0.003685738855741194,-0.1123413203229916,C-M-0006-R.21-M1744-4.2024-07-09-11-45.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.006959058780207899,1.0,-0.006959058780207899,-0.21211211162073676,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.012216257237116612,2.0,-0.012216257237116612,-0.37235152058731436,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.994067215905034,1.0,-0.005932784094966004,-0.1808312592145638,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.014792651824176373,3.0,-0.014792651824176373,-0.45088002760089585,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9922268449216007,2.0,-0.007773155078399263,-0.23692576678960955,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9981427660944342,1.0,-0.0018572339055658027,-0.05660848944164567,C-M-0006-R.21-M1744-4.2024-07-10-11-46.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.04023047000652403,1.0,-0.04023047000652403,-1.2262247257988523,C-M-0006-R.21-M1744-4.2024-07-11-11-52.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.07005349527468849,1.0,0.07005349527468849,2.135230535972505,C-M-0006-R.21-M1744-4.2024-07-12-11-22.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.0204646903431792,1.0,0.0204646903431792,0.6237637616601021,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,0.021189938372998138,2.0,0.021189938372998138,0.6458693216089832,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,1.0012670926597464,1.0,0.0012670926597464494,0.038620984269071776,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.014155668986911061,3.0,-0.014155668986911061,-0.43146479072104915,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9731720960116572,2.0,-0.026827903988342783,-0.817714513564688,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.955191103485164,1.0,-0.044808896514836105,-1.3657751657722046,C-M-0006-R.21-M1744-4.2024-07-14-11-53.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.008498918864242162,1.0,-0.008498918864242162,-0.25904704698210107,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.030897969071061866,2.0,-0.030897969071061866,-0.9417700972859657,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9773231837712775,1.0,-0.02267681622872253,-0.6911893586514627,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.052884880309231906,3.0,-0.052884880309231906,-1.6119311518253885,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9620902236415406,2.0,-0.03790977635845938,-1.1554899834058419,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9863924179719943,1.0,-0.013607582028005716,-0.41475910021361423,C-M-0006-R.21-M1744-4.2024-07-15-11-30.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.11148921003470443,1.0,-0.11148921003470443,-3.3981911218577907,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.13599549286575557,2.0,-0.13599549286575557,-4.14514262254823,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9704730028595954,1.0,-0.02952699714040463,-0.8999828728395332,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.12847564934920103,3.0,-0.12847564934920103,-3.915937792163647,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9758509151584409,2.0,-0.024149084841559088,-0.736064105970721,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,2.006052903752164,1.0,0.006052903752164163,0.18449250636596368,C-M-0006-R.21-M1744-4.2024-07-16-11-31.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.026673607562348614,1.0,-0.026673607562348614,-0.8130115585003858,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.03254702897125843,2.0,-0.03254702897125843,-0.9920334430439569,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9933953283788894,1.0,-0.006604671621110558,-0.20131039101144982,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.05562336718456917,3.0,-0.05562336718456917,-1.6954002317856685,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9769988358236754,2.0,-0.023001164176324584,-0.7010754840943734,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9833507430925874,1.0,-0.01664925690741259,-0.5074693505379357,C-M-0006-R.21-M1744-4.2024-07-18-11-32.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.011080755082358786,1.0,-0.011080755082358786,-0.3377414149102958,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.02298889122175696,2.0,-0.02298889122175696,-0.7007014044391522,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9837768354454454,1.0,-0.016223164554554637,-0.4944820556228253,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.04022099152204858,3.0,-0.04022099152204858,-1.2259358215920408,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9708319208140878,2.0,-0.029168079185912243,-0.8890430535866052,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9839000532966964,1.0,-0.016099946703303614,-0.4907263755166941,C-M-0006-R.21-M1744-4.2024-07-20-11-33.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.07173729439241566,1.0,0.07173729439241566,2.186552733080829,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,0.00572430205385831,2.0,0.00572430205385831,0.1744767266016013,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9164094672995954,1.0,-0.08359053270040462,-2.547839436708333,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.008236399111378485,3.0,-0.008236399111378485,-0.25104544491481623,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9058408629700415,2.0,-0.09415913702995848,-2.8699704966731345,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9883639535035482,1.0,-0.01163604649645178,-0.35466669721185023,C-M-0006-R.21-M1744-4.2024-07-21-11-32.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.12485222368045497,1.0,0.12485222368045497,3.8054957777802674,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,0.3111191660986678,2.0,0.3111191660986678,9.482912182687395,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,1.2496397165830264,1.0,0.24963971658302642,7.609018561450645,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,0.32090371796618106,3.0,0.32090371796618106,9.781145323609199,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,1.2568706603754318,2.0,0.2568706603754318,7.829417728243162,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,2.0089566446242646,1.0,0.008956644624264598,0.27299852814758496,C-M-0006-R.21-M1744-4.2024-07-22-11-32.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.06429455406239372,1.0,-0.06429455406239372,-1.9596980078217605,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.07196675975218494,2.0,-0.07196675975218494,-2.193546837246597,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9914831905740409,1.0,-0.008516809425959115,-0.2595923513032338,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.09271896762771314,3.0,-0.09271896762771314,-2.8260741332926966,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9769027337699677,2.0,-0.023097266230032276,-0.7040046746913838,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9852072429898846,1.0,-0.014792757010115398,-0.45088323366831734,C-M-0006-R.21-M1744-4.2024-07-23-11-53.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,0.0069138658436334035,1.0,0.0069138658436334035,0.21073463091394615,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.0154680676043497,2.0,-0.0154680676043497,-0.4714667005805789,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
2,1.0,0.9771957118585092,1.0,-0.022804288141490825,-0.6950747025526404,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,0.0,-0.06530307138210113,3.0,-0.06530307138210113,-1.9904376157264425,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,1.0,0.9425136613886781,2.0,-0.05748633861132191,-1.7521836008730918,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
3,2.0,1.9690620793684717,1.0,-0.030937920631528337,-0.9429878208489837,C-M-0006-R.21-M1744-4.2024-07-24-11-53.NGGJK,C-M-0006-R.21-M1744-4
1,0.0,-0.004393605854506245,1.0,-0.004393605854506245,-0.13391710644535035,C-M-0006-R.21-M1744-4.2024-07-25-11-54.NGGJK,C-M-0006-R.21-M1744-4
2,0.0,-0.011900238511133041,2.0,-0.011900238511133041,-0.3627192698193351,C-M-0006-R.21-M1744-4.2024-07-25-11-54.NGGJK,C-M-0006-R.21-M1744-4
