k_dropped,true_ft,pred_ft,below_ft,error_ft,error_cm,image_id,camera
2,0.0,-1.6854873868799947,2.0,-1.6854873868799947,-51.373655552102235,25-W577.W22_R1-r_x_UFMu-10960.2025-06-28-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.20691096188293803,1.0,-0.793089038117062,-24.17335388180805,25-W577.W22_R1-r_x_UFMu-10960.2025-06-28-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.014997712942132212,1.0,0.014997712942132212,0.45713029047618986,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.04828556683384545,2.0,0.04828556683384545,1.4717440770956094,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0224742935871367,1.0,0.022474293587136707,0.6850164685359268,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.038025829924095284,3.0,0.038025829924095284,1.1590272960864243,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0162686880902922,2.0,0.01626868809029225,0.49586961299210774,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.9965078186842407,1.0,-0.003492181315759346,-0.10644168650434488,25-W577.W22_R1-r_x_UFMu-10960.2025-06-29-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.007864636384741129,1.0,0.007864636384741129,0.23971411700690962,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.01699011773704869,2.0,0.01699011773704869,0.517858788625244,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.006135394572249,1.0,0.006135394572249098,0.1870068265621525,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.02022821660301146,3.0,0.02022821660301146,0.6165560420597893,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0080882821487243,2.0,0.008088282148724257,0.24653083989311536,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0010944561336066,1.0,0.0010944561336065917,0.03335902295232891,25-W577.W22_R1-r_x_UFMu-10960.2025-06-30-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.026353388542054306,1.0,-0.026353388542054306,-0.8032512827618152,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.1182828691155122,2.0,0.1182828691155122,3.6052618506408116,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0974425812425828,1.0,0.09744258124258276,2.9700498762739227,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.07715622355322108,3.0,0.07715622355322108,2.3517216939021783,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.072910248457822,2.0,0.0729102484578219,2.2223043729944116,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.9855483682605475,1.0,-0.01445163173945252,-0.4404857354185128,25-W577.W22_R1-r_x_UFMu-10960.2025-07-01-11-46.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.12929417280284958,1.0,-0.12929417280284958,-3.9408863870308553,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,-0.5562046813773294,2.0,-0.5562046813773294,-16.953118688381,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.5643267216064933,1.0,-0.43567327839350667,-13.279321525434083,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,-0.44056755411138554,3.0,-0.44056755411138554,-13.42849904931503,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,0.6464836876318618,2.0,-0.3535163123681382,-10.775177200980853,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0717922586415187,1.0,0.07179225864151872,2.1882280433934906,25-W577.W22_R1-r_x_UFMu-10960.2025-07-02-11-51.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.05656096564597948,1.0,0.05656096564597948,1.7239782328894546,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.05532113573556215,2.0,0.05532113573556215,1.6861882172199345,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.9985864179102169,1.0,-0.0014135820897831497,-0.043085982096590404,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.06506583159647396,3.0,0.06506583159647396,1.9832065470605262,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0056803582328318,2.0,0.00568035823283175,0.17313731893671175,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.007156639387385,1.0,0.007156639387384978,0.21813436852749413,25-W577.W22_R1-r_x_UFMu-10960.2025-07-03-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.012983217124845322,1.0,-0.012983217124845322,-0.3957284579652854,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,-0.014424075464862723,2.0,-0.014424075464862723,-0.4396458201690158,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.9983979362104758,1.0,-0.0016020637895242107,-0.04883090430469794,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.017305899274655322,3.0,0.017305899274655322,0.5274838098914942,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0210179518863327,2.0,0.02101795188633271,0.640627173495421,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.022838825159636,1.0,0.022838825159635867,0.6961273908657012,25-W577.W22_R1-r_x_UFMu-10960.2025-07-04-11-40.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.013433916366534026,1.0,0.013433916366534026,0.4094657708519571,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.049523282453835714,2.0,0.049523282453835714,1.5094696491929125,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.024355092235809,1.0,0.024355092235808895,0.7423432113474552,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.04927032620964366,3.0,0.04927032620964366,1.5017595428699388,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0242022841794898,2.0,0.024202284179489775,0.7376856217908483,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.999914368589371,1.0,-8.56314106290057e-05,-0.0026100453959720937,25-W577.W22_R1-r_x_UFMu-10960.2025-07-05-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.012677288707349322,1.0,0.012677288707349322,0.38640375980000735,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.022620574453082055,2.0,0.022620574453082055,0.689475109329941,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0066999301849335,1.0,0.0066999301849335335,0.2042138720367741,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,-0.011078650877167213,3.0,-0.011078650877167213,-0.33767727873605663,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,0.9863783535234435,2.0,-0.013621646476556504,-0.41518778460544226,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.9886651377438422,1.0,-0.011334862256157763,-0.3454866015676886,25-W577.W22_R1-r_x_UFMu-10960.2025-07-06-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.006061810305129913,1.0,-0.006061810305129913,-0.18476397810035974,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.005791269260844652,2.0,0.005791269260844652,0.176517887070545,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.009250418673912,1.0,0.009250418673911964,0.2819527611808367,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.03758823650075624,3.0,0.03758823650075624,1.1456894485430502,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.029472939847127,2.0,0.029472939847126955,0.8983352065404296,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.013616364108529,1.0,0.013616364108528956,0.41502677802796256,25-W577.W22_R1-r_x_UFMu-10960.2025-07-07-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.007143939894962962,1.0,0.007143939894962962,0.21774728799847107,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.019316859728716922,2.0,0.019316859728716922,0.5887778845312918,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0095538622854558,1.0,0.00955386228545585,0.2912017224606943,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.07497419372321164,3.0,0.07497419372321164,2.2852134246834908,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0451653630269915,2.0,0.04516536302699148,1.3766402650627003,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.023996238101721,1.0,0.023996238101720913,0.7314053373404534,25-W577.W22_R1-r_x_UFMu-10960.2025-07-08-11-43.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.29967239035297843,1.0,0.29967239035297843,9.134014457958783,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.3056892049122769,2.0,0.3056892049122769,9.317406965726201,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0068064566155037,1.0,0.00680645661550372,0.2074607976405534,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.31524618404128313,3.0,0.31524618404128313,9.60870368957831,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0141410378746856,2.0,0.01414103787468557,0.43101883442041616,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0065893617174493,1.0,0.0065893617174492825,0.20084374514785414,25-W577.W22_R1-r_x_UFMu-10960.2025-07-09-11-41.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.015522729716200456,1.0,0.015522729716200456,0.4731328017497899,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.02990013177630143,2.0,0.02990013177630143,0.9113560165416675,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0129748066410447,1.0,0.012974806641044667,0.39547210641904146,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.028592626766101355,3.0,0.028592626766101355,0.8715032638307694,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.012098964997689,2.0,0.012098964997689032,0.3687764531295617,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.999315743297962,1.0,-0.0006842567020379775,-0.020856144278117553,25-W577.W22_R1-r_x_UFMu-10960.2025-07-10-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.00503386956462348,1.0,0.00503386956462348,0.15343234432972366,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.03327888360691756,2.0,0.03327888360691756,1.0143403723388473,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.022187916372486,1.0,0.022187916372486072,0.6762876910333755,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.048716059392844124,3.0,0.048716059392844124,1.484865490293889,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.032042545536127,2.0,0.032042545536127065,0.976656787941153,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.006670833856009,1.0,0.006670833856008862,0.20332701593115013,25-W577.W22_R1-r_x_UFMu-10960.2025-07-11-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.2514345859648954,1.0,0.2514345859648954,7.663726180210011,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.2080927210545487,2.0,0.2080927210545487,6.342666137742644,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.9521560249430141,1.0,-0.0478439750569859,-1.4582843597369302,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.21556512788081592,3.0,0.21556512788081592,6.570425097807269,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,0.9578237166774375,2.0,-0.04217628332256251,-1.2855331156717054,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.004988507350177,1.0,0.004988507350176974,0.15204970403339416,25-W577.W22_R1-r_x_UFMu-10960.2025-07-12-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.00969609764446892,1.0,-0.00969609764446892,-0.2955370562034127,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,-0.006218732638293715,2.0,-0.006218732638293715,-0.18954697081519242,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.002709803643031,1.0,0.0027098036430310835,0.08259481503958742,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.02626151151689987,3.0,0.02626151151689987,0.8004508710351081,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0233376861534207,2.0,0.02333768615342069,0.7113326739562627,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0138454186866035,1.0,0.013845418686603495,0.4220083615676745,25-W577.W22_R1-r_x_UFMu-10960.2025-07-13-11-50.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.03418004500959101,1.0,-0.03418004500959101,-1.041807771892334,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,-0.02405994554895592,2.0,-0.02405994554895592,-0.7333471403321765,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0112549252513214,1.0,0.011254925251321435,0.3430501216602773,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,-0.00709871104639766,3.0,-0.00709871104639766,-0.21636871269420066,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0232522736193863,2.0,0.02325227361938631,0.7087292999188948,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0121744929264462,1.0,0.012174492926446234,0.37107854439808124,25-W577.W22_R1-r_x_UFMu-10960.2025-07-14-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.011402206229870296,1.0,-0.011402206229870296,-0.34753924588644663,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.0028967780526922057,2.0,0.0028967780526922057,0.08829379504605843,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0144053751228683,1.0,0.014405375122868325,0.43907583374502657,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.0003103640325436786,3.0,0.0003103640325436786,0.009459895711931324,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.012621548667841,2.0,0.012621548667840932,0.3847048033957916,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.9983930819849394,1.0,-0.0016069180150606321,-0.04897886109904807,25-W577.W22_R1-r_x_UFMu-10960.2025-07-15-11-47.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.18380415453544754,1.0,0.18380415453544754,5.6023506302404416,25-W577.W22_R1-r_x_UFMu-10960.2025-07-16-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.5203059451615448,2.0,0.5203059451615448,15.858925208523887,25-W577.W22_R1-r_x_UFMu-10960.2025-07-16-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.2077182795362118,1.0,0.2077182795362118,6.331253160263736,25-W577.W22_R1-r_x_UFMu-10960.2025-07-16-11-45.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.011173309676730749,1.0,0.011173309676730749,0.34056247894675323,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.02996022402803629,2.0,0.02996022402803629,0.9131876283745461,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0147865049762959,1.0,0.014786504976295856,0.45069267167749766,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.0652344069624642,3.0,0.0652344069624642,1.988344724215909,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0373767418996847,2.0,0.03737674189968465,1.1392430931023882,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.0152511568592204,1.0,0.015251156859220405,0.46485526106903796,25-W577.W22_R1-r_x_UFMu-10960.2025-07-17-11-44.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,-0.13150005521610245,1.0,-0.13150005521610245,-4.008121682986802,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.0057875402856051045,2.0,0.0057875402856051045,0.1764042279052436,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.1510373415669262,1.0,0.15103734156692616,4.603618170959909,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.0947308464156552,3.0,0.0947308464156552,2.8873961987491703,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.2114398119992167,2.0,0.2114398119992167,6.444685469736124,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,2.065098995677029,1.0,0.06509899567702915,1.9842173882358485,25-W577.W22_R1-r_x_UFMu-10960.2025-07-18-11-42.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.007371782505602186,1.0,0.007371782505602186,0.22469193077075464,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.02208655315118392,2.0,0.02208655315118392,0.673198140048086,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0115960492192984,1.0,0.011596049219298354,0.35344758020421385,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,0.0,0.018494863623229166,3.0,0.018494863623229166,0.563723443236025,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,1.0,1.0093020952878804,2.0,0.009302095287880396,0.2835278643745945,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
3,2.0,1.9984548703252394,1.0,-0.0015451296747606147,-0.04709555248670354,25-W577.W22_R1-r_x_UFMu-10960.2025-07-19-11-38.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.007212530065010846,1.0,0.007212530065010846,0.21983791638153058,25-W577.W22_R1-r_x_UFMu-10960.2025-07-20-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,0.031316444847529594,2.0,0.031316444847529594,0.954525238952702,25-W577.W22_R1-r_x_UFMu-10960.2025-07-20-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,1.0135209550553272,1.0,0.013520955055327244,0.4121187100863744,25-W577.W22_R1-r_x_UFMu-10960.2025-07-20-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
1,0.0,0.001223765936723464,1.0,0.001223765936723464,0.03730038575133118,25-W577.W22_R1-r_x_UFMu-10960.2025-07-21-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,0.0,-0.0026721878877594097,2.0,-0.0026721878877594097,-0.08144828681890681,25-W577.W22_R1-r_x_UFMu-10960.2025-07-21-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
2,1.0,0.9978257811383012,1.0,-0.0021742188616987734,-0.06627019090457861,25-W577.W22_R1-r_x_UFMu-10960.2025-07-21-11-39.NJ2J6.000030109794,25-W577.W22_R1-r_x_UFMu-10960
