filename,capture_datetime,camera_id
C-024_2021-07-02.JPG,2021-07-02 12:00:00,C-024
C-024_2021-07-11.JPG,2021-07-11 12:00:00,C-024
C-024_2021-07-18.JPG,2021-07-18 12:00:00,C-024
C-024_2021-07-30.JPG,2021-07-30 12:00:00,C-024
